,cnfgr_msrmt_id,elmt_seq_num,beg_cptr_ts,end_cptr_ts,msrmt_duration_in_min,val,val_cnt,msrmt_typ_dsc,agrgtn_typ_dsc,msrmt_dsc,dim_dsc,uom,elmt_dsc,msrmt_nm
2181,227,2,2020-10-05 08:19:05.459272,2020-10-05 06:38:57.166336,1339.85,22.33083333333333,0,timer,4,3,max val,KPH,0,bucket5
2182,287,1,2020-07-12 00:31:48.576540,2020-07-12 04:35:11.071572,243.36666666666667,4.056111111111111,15,timer,6,6,last,seconds,0,bucket3
2183,744,0,2019-08-19 01:46:42.575303,2019-08-19 06:02:09.004533,255.43333333333334,4.2572222222222225,0,timer,5,9,integral,KPH,3,bucket5
2184,161,0,2020-04-04 07:14:25.189861,2020-04-04 04:54:30.990849,1300.0833333333333,21.668055555555554,2,max val,0,1,max val,KPH,8,bucket3
2185,617,0,2020-06-19 06:06:00.344014,2020-06-19 09:12:56.362036,186.93333333333334,3.1155555555555554,4,min val,8,6,last,seconds,6,bucket4
2186,266,2,2019-11-02 09:10:53.098914,2019-11-02 09:06:43.627321,1435.8333333333333,23.930555555555554,2,integral,7,4,last,KPH,7,bucket5
2187,999,2,2019-01-18 05:16:10.166595,2019-01-18 07:52:03.105834,155.86666666666667,2.597777777777778,10,timer,7,1,last,KPH,5,bucket5
2188,902,0,2020-06-10 09:22:30.181986,2020-06-10 00:41:10.590277,918.6666666666666,15.31111111111111,1,timer,2,3,min val,seconds,0,bucket2
2189,694,0,2019-10-17 01:23:01.315164,2019-10-17 09:25:06.289465,482.06666666666666,8.034444444444444,10,integral,9,5,integral,KPH,7,bucket5
2190,664,0,2019-07-08 06:53:29.843750,2019-07-08 07:49:52.947240,56.38333333333333,0.9397222222222222,7,timer,5,9,max val,seconds,3,bucket4
2191,871,1,2019-10-09 02:11:39.335324,2019-10-09 05:56:46.964791,225.11666666666667,3.7519444444444447,9,integral,6,2,max val,KPH,2,bucket3
2192,490,1,2019-02-06 02:54:51.326402,2019-02-06 05:35:06.083494,160.23333333333332,2.670555555555555,10,timer,4,9,min val,KPH,8,bucket3
2193,85,1,2020-11-03 05:16:41.359438,2020-11-03 07:35:40.933999,138.98333333333332,2.3163888888888886,17,last,9,1,integral,KPH,1,bucket4
2194,640,0,2019-11-18 00:43:20.004921,2019-11-18 09:33:46.885497,530.4333333333333,8.840555555555556,17,integral,6,5,integral,KPH,9,bucket4
2195,546,1,2019-06-15 05:40:34.230841,2019-06-15 10:57:30.890834,316.93333333333334,5.282222222222222,6,max val,3,8,last,seconds,1,bucket5
2196,529,0,2020-04-24 02:04:44.901560,2020-04-24 10:27:31.415485,502.76666666666665,8.379444444444443,13,timer,5,3,max val,KPH,1,bucket4
2197,707,1,2019-07-17 07:07:22.536999,2019-07-17 10:18:36.150355,191.21666666666667,3.1869444444444444,0,min val,2,3,integral,KPH,1,bucket1
2198,80,2,2020-01-04 08:57:30.966953,2020-01-04 03:13:30.730858,1095.9833333333333,18.26638888888889,6,last,9,9,max val,seconds,2,bucket4
2199,853,1,2019-07-13 04:13:18.172334,2019-07-13 01:36:52.028991,1283.55,21.3925,3,timer,8,3,timer,KPH,5,bucket1
2200,246,1,2019-10-03 04:09:24.219540,2019-10-03 04:18:07.379451,8.716666666666667,0.14527777777777778,1,timer,5,2,last,seconds,6,bucket2
2201,961,2,2019-09-20 03:37:08.577867,2019-09-20 03:33:38.590088,1436.5,23.941666666666666,9,max val,5,0,max val,seconds,1,bucket3
2202,792,1,2020-06-13 08:21:14.759136,2020-06-13 10:18:37.380877,117.36666666666666,1.956111111111111,0,min val,9,7,max val,KPH,4,bucket2
2203,946,0,2020-06-22 06:48:22.551207,2020-06-22 09:30:36.716753,162.23333333333332,2.703888888888889,17,max val,2,0,last,KPH,8,bucket1
2204,992,2,2020-09-21 10:01:21.437309,2020-09-21 07:49:56.684102,1308.5833333333333,21.80972222222222,6,timer,4,2,last,KPH,9,bucket3
2205,707,0,2019-03-12 08:21:10.121027,2019-03-12 09:20:57.051876,59.766666666666666,0.9961111111111111,10,min val,3,5,max val,seconds,8,bucket1
2206,489,2,2019-06-16 01:37:34.284090,2019-06-16 00:16:09.530738,1358.5833333333333,22.643055555555556,7,integral,3,1,last,KPH,4,bucket1
2207,116,0,2020-05-18 05:24:25.423517,2020-05-18 11:47:46.995738,383.35,6.389166666666667,6,last,6,5,integral,KPH,5,bucket2
2208,212,2,2019-05-01 07:09:23.031839,2019-05-01 11:47:04.656343,277.68333333333334,4.628055555555556,9,integral,2,8,integral,seconds,6,bucket5
2209,327,1,2019-07-22 00:17:05.560535,2019-07-22 05:10:18.087539,293.2,4.886666666666667,4,max val,5,1,integral,seconds,5,bucket1
2210,765,1,2019-02-18 10:57:39.518841,2019-02-18 09:01:27.285332,1323.7833333333333,22.063055555555554,18,last,4,6,max val,KPH,3,bucket1
2211,848,2,2019-07-06 08:03:39.104668,2019-07-06 10:05:07.883852,121.46666666666667,2.0244444444444443,18,last,0,6,last,KPH,4,bucket3
2212,239,0,2019-09-03 10:40:43.857502,2019-09-03 03:54:29.357796,1033.75,17.229166666666668,5,max val,1,5,timer,seconds,3,bucket1
2213,368,1,2019-02-22 00:05:18.850294,2019-02-22 11:48:33.719903,703.2333333333333,11.720555555555556,17,max val,7,4,max val,seconds,6,bucket4
2214,761,1,2020-11-24 00:20:51.501738,2020-11-24 09:12:07.315492,531.25,8.854166666666666,17,integral,3,1,max val,seconds,2,bucket1
2215,113,1,2020-03-06 02:25:29.562460,2020-03-06 10:19:09.238876,473.65,7.894166666666666,5,integral,9,1,integral,KPH,4,bucket4
2216,575,0,2019-05-06 02:36:22.791509,2019-05-06 05:34:47.568789,178.4,2.9733333333333336,8,min val,3,6,last,KPH,5,bucket1
2217,884,2,2020-05-05 05:55:53.729474,2020-05-05 10:35:14.194272,279.3333333333333,4.655555555555555,18,last,7,9,last,seconds,2,bucket3
2218,403,0,2020-05-22 04:14:50.252925,2020-05-22 04:28:09.730462,13.316666666666666,0.22194444444444444,7,last,8,1,integral,seconds,4,bucket5
2219,30,2,2019-11-06 04:42:02.462969,2019-11-06 10:35:17.900094,353.25,5.8875,11,integral,3,7,last,KPH,1,bucket4
2220,550,0,2019-07-05 04:04:08.532911,2019-07-05 05:00:44.567085,56.6,0.9433333333333334,7,min val,1,9,integral,KPH,9,bucket5
2221,120,0,2019-06-16 05:43:38.245773,2019-06-16 01:41:55.113001,1198.2666666666667,19.97111111111111,5,timer,5,7,last,seconds,1,bucket3
2222,943,1,2019-09-08 07:16:56.057558,2019-09-08 07:01:40.509302,1424.7333333333333,23.745555555555555,18,last,9,1,min val,KPH,2,bucket5
2223,863,0,2020-10-10 02:32:31.253143,2020-10-10 01:57:53.675189,1405.3666666666666,23.422777777777775,9,timer,5,0,min val,KPH,2,bucket3
2224,744,0,2020-04-18 00:24:31.679725,2020-04-18 05:27:44.380215,303.2,5.053333333333333,0,min val,0,6,max val,seconds,5,bucket4
2225,424,0,2019-09-02 00:20:55.484200,2019-09-02 07:37:00.883846,436.0833333333333,7.268055555555555,13,timer,4,6,timer,KPH,4,bucket1
2226,804,2,2020-08-13 06:53:36.648131,2020-08-13 01:07:12.021074,1093.5833333333333,18.226388888888888,1,timer,0,5,max val,KPH,5,bucket2
2227,76,1,2019-02-21 06:30:33.505203,2019-02-21 01:02:30.199768,1111.9333333333334,18.532222222222224,2,max val,8,3,min val,KPH,7,bucket2
2228,887,1,2019-08-16 00:44:51.021210,2019-08-16 07:32:06.914182,407.25,6.7875,1,min val,1,2,integral,seconds,5,bucket1
2229,840,2,2020-10-07 07:09:35.751592,2020-10-07 09:16:28.541354,126.86666666666666,2.114444444444444,8,max val,8,5,timer,seconds,5,bucket3
2230,931,0,2020-10-05 00:19:34.470645,2020-10-05 04:56:21.953513,276.78333333333336,4.613055555555556,14,last,3,5,max val,seconds,0,bucket2
2231,936,1,2020-03-13 07:17:28.521074,2020-03-13 05:37:21.247526,1339.8666666666666,22.33111111111111,17,timer,5,4,min val,seconds,5,bucket2
2232,636,1,2020-09-04 02:16:29.113000,2020-09-04 11:17:13.903136,540.7333333333333,9.012222222222222,18,max val,7,3,min val,KPH,3,bucket2
2233,185,0,2019-01-18 11:35:57.423049,2019-01-18 07:32:41.903008,1196.7333333333333,19.945555555555554,4,last,1,2,max val,seconds,4,bucket3
2234,663,0,2020-11-02 06:37:58.220489,2020-11-02 04:17:28.873177,1299.5,21.658333333333335,7,last,4,3,integral,KPH,0,bucket4
2235,513,2,2019-03-13 09:40:04.450821,2019-03-13 06:37:01.093773,1256.9333333333334,20.94888888888889,10,timer,0,8,timer,KPH,9,bucket5
2236,944,0,2019-10-18 04:52:05.622372,2019-10-18 08:43:51.085098,231.75,3.8625,6,integral,7,3,last,seconds,4,bucket4
2237,931,0,2020-05-01 00:10:24.264586,2020-05-01 07:52:22.974964,461.96666666666664,7.699444444444444,18,max val,3,4,last,KPH,2,bucket1
2238,117,0,2020-06-24 02:13:35.662911,2020-06-24 00:53:27.699344,1359.8666666666666,22.66444444444444,12,integral,8,8,timer,KPH,5,bucket1
2239,281,1,2019-05-04 10:47:02.125875,2019-05-04 09:55:23.358400,1388.35,23.139166666666664,4,integral,1,0,min val,KPH,0,bucket4
2240,374,1,2020-10-18 02:58:55.599908,2020-10-18 10:10:52.776548,431.95,7.199166666666667,15,timer,5,5,integral,KPH,8,bucket2
2241,77,1,2020-11-13 07:50:13.095725,2020-11-13 10:53:49.655260,183.6,3.06,4,last,8,7,integral,seconds,0,bucket5
2242,627,1,2019-05-22 01:33:01.275610,2019-05-22 09:04:30.306868,451.48333333333335,7.5247222222222225,16,integral,7,5,min val,seconds,5,bucket2
2243,624,0,2020-06-16 06:33:42.289091,2020-06-16 05:08:29.316498,1354.7833333333333,22.579722222222223,17,integral,0,8,last,KPH,6,bucket2
2244,974,0,2019-09-12 01:16:10.342705,2019-09-12 09:35:57.368757,499.78333333333336,8.329722222222223,9,min val,2,7,integral,seconds,4,bucket1
2245,969,1,2020-05-12 05:09:08.925772,2020-05-12 07:40:09.747322,151.0,2.5166666666666666,1,max val,2,6,timer,KPH,5,bucket5
2246,433,2,2020-09-20 10:48:48.955292,2020-09-20 01:21:22.054605,872.55,14.542499999999999,15,last,8,6,timer,KPH,9,bucket2
2247,166,1,2020-10-11 00:51:17.696527,2020-10-11 01:34:27.682216,43.15,0.7191666666666666,18,max val,4,2,timer,KPH,6,bucket3
2248,11,1,2019-01-11 08:14:39.352553,2019-01-11 10:01:07.295413,106.45,1.7741666666666667,19,timer,5,7,last,KPH,1,bucket1
2249,319,2,2019-06-07 04:31:24.077899,2019-06-07 01:29:17.951841,1257.8833333333334,20.964722222222225,18,max val,7,7,integral,KPH,5,bucket3
2250,156,0,2020-04-22 05:35:12.659620,2020-04-22 11:42:41.540364,367.46666666666664,6.124444444444444,11,integral,5,4,timer,KPH,5,bucket2
2251,268,0,2020-10-08 04:09:14.957637,2020-10-08 05:58:37.323920,109.36666666666666,1.8227777777777776,11,last,1,1,timer,seconds,5,bucket3
2252,454,0,2020-01-08 01:11:55.393766,2020-01-08 03:02:37.396632,110.7,1.845,17,integral,0,2,min val,KPH,0,bucket4
2253,698,0,2020-10-03 01:40:14.381972,2020-10-03 03:17:09.648797,96.91666666666667,1.6152777777777778,18,max val,9,0,last,KPH,6,bucket1
2254,947,2,2019-11-22 08:02:34.773023,2019-11-22 11:00:27.841872,177.88333333333333,2.964722222222222,15,min val,7,8,min val,seconds,6,bucket1
2255,76,0,2019-05-04 01:54:19.924817,2019-05-04 08:31:52.848569,397.53333333333336,6.625555555555556,2,max val,3,7,min val,KPH,2,bucket5
2256,276,1,2019-05-04 08:08:42.847937,2019-05-04 04:07:53.748457,1199.1666666666667,19.98611111111111,14,min val,2,6,integral,KPH,7,bucket5
2257,159,0,2020-10-11 09:50:50.684524,2020-10-11 11:38:22.408002,107.51666666666667,1.7919444444444443,19,last,3,6,last,seconds,5,bucket3
2258,742,0,2019-05-09 00:58:24.751024,2019-05-09 04:32:34.503812,214.15,3.569166666666667,11,max val,9,5,max val,KPH,8,bucket1
2259,911,0,2019-05-17 07:23:58.325915,2019-05-17 10:16:53.874075,172.91666666666666,2.881944444444444,6,max val,9,6,min val,seconds,1,bucket4
2260,80,2,2019-05-02 09:30:39.441554,2019-05-02 06:27:28.608042,1256.8166666666666,20.946944444444444,11,timer,9,5,integral,KPH,4,bucket3
2261,906,2,2019-06-11 09:26:56.700107,2019-06-11 08:22:01.905148,1375.0833333333333,22.918055555555554,10,last,7,3,integral,seconds,6,bucket4
2262,89,1,2019-06-24 02:24:09.983251,2019-06-24 00:27:02.128088,1322.8666666666666,22.047777777777775,6,max val,4,0,last,seconds,8,bucket4
2263,924,1,2020-01-04 09:06:05.871213,2020-01-04 00:26:56.799970,920.8333333333334,15.347222222222223,9,integral,4,5,last,KPH,6,bucket4
2264,252,1,2020-10-12 03:38:35.246027,2020-10-12 11:10:53.635258,452.3,7.538333333333333,10,max val,2,5,timer,KPH,5,bucket1
2265,488,0,2019-03-20 05:42:50.645108,2019-03-20 10:19:46.571505,276.9166666666667,4.615277777777778,4,timer,8,4,last,KPH,5,bucket1
2266,592,0,2020-06-02 03:18:38.740412,2020-06-02 11:58:56.158968,520.2833333333333,8.671388888888888,1,max val,7,0,max val,KPH,0,bucket5
2267,595,1,2019-02-17 05:58:14.297779,2019-02-17 08:43:10.133236,164.91666666666666,2.748611111111111,15,max val,7,0,max val,seconds,9,bucket2
2268,983,2,2019-01-16 11:28:38.058281,2019-01-16 09:06:17.176794,1297.65,21.6275,2,timer,9,7,last,seconds,0,bucket3
2269,43,0,2020-05-17 07:28:39.144137,2020-05-17 01:35:08.747918,1086.4833333333333,18.108055555555556,3,max val,8,3,max val,KPH,6,bucket2
2270,732,0,2019-08-12 01:18:35.640704,2019-08-12 11:44:23.282124,625.7833333333333,10.429722222222221,3,last,0,0,max val,seconds,1,bucket3
2271,55,1,2019-05-24 11:54:14.902198,2019-05-24 00:12:41.613199,738.4333333333333,12.30722222222222,8,integral,4,5,timer,seconds,0,bucket2
2272,496,1,2019-11-09 00:08:46.301643,2019-11-09 07:26:09.243066,437.3666666666667,7.289444444444444,11,last,5,6,timer,seconds,3,bucket2
2273,106,0,2019-04-18 10:33:18.354366,2019-04-18 08:42:28.120967,1329.15,22.1525,11,max val,3,0,integral,KPH,0,bucket3
2274,38,2,2020-01-06 04:42:01.913759,2020-01-06 10:15:13.290704,333.18333333333334,5.553055555555556,18,last,3,8,timer,seconds,4,bucket5
2275,766,2,2019-07-06 08:23:40.236817,2019-07-06 06:51:51.770380,1348.1833333333334,22.469722222222224,19,max val,8,1,timer,KPH,8,bucket1
2276,602,2,2020-06-18 00:24:10.600958,2020-06-18 01:15:36.376183,51.416666666666664,0.8569444444444444,9,max val,7,1,last,KPH,1,bucket4
2277,286,0,2019-05-05 05:29:33.946594,2019-05-05 04:56:51.350551,1407.2833333333333,23.454722222222223,1,integral,3,8,timer,seconds,6,bucket4
2278,858,2,2020-05-07 04:13:35.107805,2020-05-07 06:01:52.856946,108.28333333333333,1.8047222222222221,19,max val,1,0,min val,seconds,0,bucket1
2279,535,2,2020-01-19 04:22:36.053078,2020-01-19 06:08:47.827918,106.18333333333334,1.7697222222222222,9,last,4,7,timer,seconds,5,bucket4
2280,772,0,2019-06-10 08:02:52.472899,2019-06-10 02:34:03.866148,1111.1833333333334,18.519722222222224,6,min val,5,3,timer,seconds,1,bucket4
2281,581,0,2019-07-10 11:58:16.023200,2019-07-10 00:35:45.296844,757.4833333333333,12.624722222222223,7,timer,0,7,last,seconds,1,bucket4
2282,767,2,2020-04-08 05:55:05.732008,2020-04-08 04:14:58.183860,1339.8666666666666,22.33111111111111,0,max val,2,4,max val,seconds,6,bucket5
2283,783,0,2020-10-21 06:12:43.703043,2020-10-21 11:23:04.230691,310.3333333333333,5.172222222222222,8,timer,0,4,integral,seconds,7,bucket2
2284,509,1,2020-02-16 11:42:55.386461,2020-02-16 03:06:24.969828,923.4833333333333,15.391388888888889,4,timer,1,0,timer,seconds,3,bucket1
2285,319,2,2020-06-03 11:52:22.520196,2020-06-03 08:54:15.549040,1261.8833333333334,21.03138888888889,0,max val,3,5,max val,seconds,8,bucket1
2286,45,2,2019-11-22 00:22:26.755608,2019-11-22 09:42:27.963137,560.0166666666667,9.33361111111111,3,timer,7,8,integral,KPH,9,bucket3
2287,333,2,2020-08-02 03:39:42.176037,2020-08-02 00:02:37.963062,1222.9166666666667,20.381944444444446,9,last,7,8,last,KPH,7,bucket5
2288,880,1,2020-05-24 07:46:10.047373,2020-05-24 05:25:05.327280,1298.9166666666667,21.648611111111112,7,min val,5,5,last,seconds,0,bucket4
2289,855,0,2019-09-11 02:00:26.250880,2019-09-11 11:29:36.498840,569.1666666666666,9.48611111111111,6,last,4,3,last,KPH,5,bucket5
2290,535,2,2020-07-22 06:01:23.854081,2020-07-22 03:14:33.453024,1273.15,21.21916666666667,0,timer,6,3,max val,seconds,0,bucket3
2291,524,1,2019-05-04 05:27:33.984634,2019-05-04 11:50:16.459002,382.7,6.378333333333333,3,min val,3,2,integral,KPH,0,bucket1
2292,233,0,2019-01-06 09:24:02.249132,2019-01-06 02:38:03.109322,1034.0,17.233333333333334,18,timer,2,7,min val,seconds,3,bucket3
2293,301,1,2020-08-20 07:25:39.251799,2020-08-20 07:40:44.403408,15.083333333333334,0.2513888888888889,0,max val,1,4,integral,KPH,7,bucket5
2294,822,2,2019-02-22 11:09:04.491221,2019-02-22 06:25:10.850841,1156.1,19.26833333333333,9,min val,9,6,integral,KPH,8,bucket5
2295,115,2,2019-06-17 07:29:40.031801,2019-06-17 03:21:12.510984,1191.5333333333333,19.858888888888888,10,last,5,4,min val,seconds,1,bucket2
2296,650,0,2020-11-03 06:00:58.992894,2020-11-03 01:49:16.449292,1188.2833333333333,19.80472222222222,16,timer,0,8,max val,KPH,5,bucket1
2297,888,2,2019-05-06 03:28:35.103461,2019-05-06 00:25:39.614403,1257.0666666666666,20.95111111111111,16,last,5,9,integral,KPH,8,bucket2
2298,674,1,2020-06-12 06:01:19.967932,2020-06-12 10:01:39.599484,240.31666666666666,4.005277777777778,12,integral,7,7,integral,seconds,0,bucket2
2299,798,0,2020-02-01 05:52:15.567162,2020-02-01 05:58:26.194062,6.166666666666667,0.10277777777777779,7,integral,8,4,max val,seconds,5,bucket4
2300,643,0,2019-02-24 11:47:30.397226,2019-02-24 08:00:45.191124,1213.2333333333333,20.220555555555556,17,timer,9,8,min val,KPH,7,bucket5
2301,84,1,2020-06-19 03:04:05.528254,2020-06-19 00:51:51.869405,1307.7666666666667,21.79611111111111,16,timer,7,3,timer,seconds,5,bucket1
2302,408,2,2020-03-01 03:01:12.413888,2020-03-01 10:01:42.094832,420.48333333333335,7.008055555555556,2,max val,1,4,integral,KPH,6,bucket3
2303,783,1,2019-05-17 04:50:34.675474,2019-05-17 09:22:45.647446,272.1666666666667,4.536111111111111,18,min val,0,9,max val,KPH,0,bucket1
2304,159,0,2019-05-12 09:50:24.214171,2019-05-12 04:22:46.802904,1112.3666666666666,18.53944444444444,1,timer,6,1,integral,KPH,8,bucket3
2305,306,0,2019-10-21 05:58:25.967561,2019-10-21 09:48:09.555440,229.71666666666667,3.828611111111111,3,integral,2,7,last,KPH,1,bucket1
2306,232,1,2019-05-16 00:02:53.944226,2019-05-16 03:08:07.857908,185.21666666666667,3.0869444444444443,14,timer,3,8,integral,KPH,5,bucket1
2307,147,0,2020-09-21 01:09:02.404770,2020-09-21 08:27:15.629264,438.21666666666664,7.303611111111111,9,min val,5,8,max val,seconds,4,bucket3
2308,840,0,2019-06-19 01:08:52.090602,2019-06-19 09:21:24.763429,492.53333333333336,8.20888888888889,8,integral,4,3,min val,KPH,0,bucket2
2309,228,0,2020-03-02 01:03:21.229881,2020-03-02 10:08:54.883685,545.55,9.0925,1,timer,5,8,max val,KPH,6,bucket4
2310,271,1,2020-04-24 07:22:30.435378,2020-04-24 09:11:17.560755,108.78333333333333,1.8130555555555554,2,min val,7,9,min val,seconds,0,bucket3
2311,490,0,2020-04-01 05:38:04.636224,2020-04-01 10:21:05.644554,283.01666666666665,4.716944444444445,6,min val,9,6,max val,seconds,7,bucket1
2312,140,0,2020-09-13 05:52:18.470560,2020-09-13 08:34:05.832136,161.78333333333333,2.696388888888889,19,integral,1,0,timer,KPH,3,bucket3
2313,431,1,2020-10-23 05:41:51.214055,2020-10-23 07:38:36.922908,116.75,1.9458333333333333,10,min val,1,9,min val,seconds,2,bucket3
2314,604,0,2020-06-20 03:50:09.720100,2020-06-20 11:38:37.394999,468.45,7.8075,4,integral,1,5,integral,seconds,5,bucket1
2315,46,2,2020-06-19 00:24:18.923540,2020-06-19 04:11:56.215692,227.61666666666667,3.7936111111111113,15,timer,8,3,timer,KPH,9,bucket3
2316,577,0,2020-08-10 11:40:01.765897,2020-08-10 01:00:15.850491,800.2333333333333,13.337222222222222,9,last,0,4,integral,seconds,0,bucket2
2317,862,2,2019-01-18 06:17:20.620031,2019-01-18 07:10:10.725167,52.833333333333336,0.8805555555555556,12,min val,4,3,max val,seconds,1,bucket3
2318,437,2,2019-11-13 09:05:40.526120,2019-11-13 08:30:27.810938,1404.7833333333333,23.413055555555555,5,integral,1,4,min val,KPH,9,bucket2
2319,659,1,2020-05-10 03:12:49.878631,2020-05-10 06:51:03.200722,218.21666666666667,3.6369444444444445,18,max val,2,1,last,KPH,1,bucket1
2320,217,1,2019-08-17 06:16:01.057191,2019-08-17 05:46:37.516126,1410.6,23.509999999999998,4,max val,7,2,max val,KPH,7,bucket5
2321,193,1,2020-01-04 02:01:33.662206,2020-01-04 07:31:44.534744,330.1666666666667,5.502777777777778,14,max val,4,0,min val,seconds,8,bucket1
2322,717,2,2020-04-17 11:04:58.080869,2020-04-17 06:31:35.277443,1166.6166666666666,19.44361111111111,2,timer,7,5,integral,KPH,9,bucket1
2323,52,1,2020-01-09 04:35:03.630552,2020-01-09 03:13:02.327229,1357.9666666666667,22.63277777777778,17,integral,7,5,max val,KPH,0,bucket3
2324,293,0,2020-06-20 08:33:51.045798,2020-06-20 01:42:02.728036,1028.1833333333334,17.13638888888889,0,min val,3,6,timer,seconds,2,bucket4
2325,462,2,2020-06-05 01:36:08.240417,2020-06-05 08:58:52.899778,442.73333333333335,7.3788888888888895,6,timer,3,1,integral,KPH,8,bucket5
2326,492,1,2020-07-11 08:15:15.945471,2020-07-11 05:33:57.117524,1278.6833333333334,21.31138888888889,17,max val,9,4,integral,KPH,4,bucket4
2327,263,1,2020-08-16 11:53:47.315905,2020-08-16 08:54:48.907436,1261.0166666666667,21.016944444444444,9,last,4,5,timer,seconds,6,bucket4
2328,572,1,2019-10-03 07:47:33.605507,2019-10-03 11:45:45.061224,238.18333333333334,3.9697222222222224,14,max val,4,9,integral,KPH,2,bucket1
2329,448,1,2019-03-05 11:02:28.758610,2019-03-05 03:07:31.333835,965.0333333333333,16.08388888888889,6,min val,4,1,min val,KPH,8,bucket5
2330,432,2,2020-07-06 05:51:09.141557,2020-07-06 01:31:04.747068,1179.9166666666667,19.665277777777778,7,last,9,6,min val,seconds,6,bucket2
2331,955,2,2020-02-09 02:39:00.592821,2020-02-09 03:53:54.688218,74.9,1.2483333333333335,2,timer,7,0,timer,seconds,1,bucket2
2332,873,0,2019-01-12 07:26:40.834134,2019-01-12 00:04:53.281174,998.2,16.636666666666667,18,integral,7,8,last,KPH,4,bucket1
2333,17,0,2020-08-07 10:26:15.292732,2020-08-07 10:20:47.276538,1434.5166666666667,23.90861111111111,0,min val,8,7,max val,seconds,5,bucket3
2334,107,2,2019-05-03 09:23:39.283613,2019-05-03 05:52:41.876053,1229.0333333333333,20.483888888888888,11,max val,9,7,max val,seconds,1,bucket4
2335,294,0,2019-08-11 10:02:42.114572,2019-08-11 00:13:24.820733,850.7,14.178333333333335,19,last,2,2,last,seconds,1,bucket3
2336,156,2,2019-05-10 07:01:18.372699,2019-05-10 10:27:23.154243,206.06666666666666,3.4344444444444444,3,integral,4,2,integral,seconds,0,bucket1
2337,118,0,2019-04-20 11:20:15.742940,2019-04-20 04:53:53.644615,1053.6166666666666,17.560277777777777,15,min val,7,2,integral,KPH,0,bucket2
2338,22,1,2019-05-07 05:07:04.035773,2019-05-07 06:32:38.193553,85.56666666666666,1.426111111111111,7,max val,2,9,last,KPH,4,bucket2
2339,590,2,2020-10-05 01:48:16.978087,2020-10-05 04:10:43.034420,142.43333333333334,2.373888888888889,4,timer,2,6,last,KPH,5,bucket1
2340,994,1,2020-02-02 01:16:30.399641,2020-02-02 02:02:06.618948,45.6,0.76,0,timer,8,7,integral,seconds,7,bucket4
2341,925,0,2019-06-05 03:52:49.825280,2019-06-05 08:31:21.361717,278.51666666666665,4.641944444444444,19,min val,7,3,max val,KPH,1,bucket1
2342,994,2,2020-09-21 00:49:48.265875,2020-09-21 00:38:24.064862,1428.5833333333333,23.80972222222222,15,integral,6,0,timer,KPH,4,bucket1
2343,470,1,2020-01-18 08:36:22.445585,2020-01-18 07:08:35.878158,1352.2166666666667,22.536944444444444,3,last,2,8,last,KPH,9,bucket3
2344,554,0,2020-06-05 00:23:48.840452,2020-06-05 05:27:31.917639,303.71666666666664,5.061944444444444,4,min val,6,9,min val,KPH,7,bucket1
2345,929,0,2019-06-10 04:25:03.360255,2019-06-10 02:33:03.560319,1328.0,22.133333333333333,8,min val,5,2,last,KPH,2,bucket4
2346,309,0,2019-06-06 05:05:13.671211,2019-06-06 04:38:03.775007,1412.8333333333333,23.54722222222222,1,timer,8,8,integral,seconds,0,bucket5
2347,784,0,2020-02-21 03:33:44.647855,2020-02-21 03:34:08.240541,0.38333333333333336,0.006388888888888889,15,max val,4,6,timer,KPH,2,bucket2
2348,167,0,2020-10-05 08:58:26.532922,2020-10-05 09:11:24.934713,12.966666666666667,0.21611111111111111,0,max val,3,1,integral,KPH,2,bucket5
2349,262,1,2019-03-02 07:13:22.981735,2019-03-02 09:03:14.397052,109.85,1.8308333333333333,7,timer,7,2,min val,seconds,2,bucket2
2350,16,1,2020-06-05 10:02:52.301186,2020-06-05 10:02:40.894610,1439.8,23.996666666666666,0,min val,3,8,min val,KPH,9,bucket2
2351,721,1,2020-08-06 06:16:37.776429,2020-08-06 05:56:09.422575,1419.5166666666667,23.65861111111111,14,integral,2,2,integral,KPH,9,bucket2
2352,28,1,2019-05-21 04:31:16.666002,2019-05-21 10:21:24.040135,350.1166666666667,5.835277777777778,16,timer,8,2,min val,KPH,4,bucket4
2353,129,1,2019-04-21 10:16:37.168826,2019-04-21 10:50:20.610074,33.71666666666667,0.5619444444444445,19,min val,2,1,integral,KPH,9,bucket1
2354,29,2,2019-10-07 11:26:01.997645,2019-10-07 06:30:34.866902,1144.5333333333333,19.075555555555557,3,last,3,9,integral,seconds,3,bucket4
2355,986,2,2020-05-13 05:21:26.596817,2020-05-13 10:52:42.507238,331.25,5.520833333333333,5,max val,5,3,max val,KPH,0,bucket3
2356,435,1,2019-03-03 07:24:48.262379,2019-03-03 00:12:32.127300,1007.7166666666667,16.795277777777777,5,integral,7,5,max val,seconds,5,bucket3
2357,964,1,2020-04-14 07:03:11.596433,2020-04-14 03:16:02.449894,1212.8333333333333,20.21388888888889,17,max val,5,2,min val,seconds,8,bucket3
2358,738,1,2019-03-20 02:25:22.920183,2019-03-20 10:23:41.815572,478.3,7.971666666666667,8,min val,7,7,last,KPH,3,bucket2
2359,695,0,2019-01-06 08:25:57.497766,2019-01-06 10:52:24.238253,146.43333333333334,2.4405555555555556,17,last,2,4,integral,seconds,8,bucket4
2360,384,2,2019-03-21 00:50:42.694934,2019-03-21 08:08:20.432531,437.6166666666667,7.293611111111111,0,timer,7,3,min val,KPH,0,bucket1
