,mach_id,prod_id,bmc_id,jdlink_rgstn_ts,factory,mdl_yr,last_end_cptr_tm,series_nm,decal_model_nm
1954,9217,7709,8433,2019-09-01 04:57:03.402246,Virgin Islands,2018,2019-09-01 04:57:03.402246,W, X9 1100
1955,3949,2126,7095,2020-11-08 04:40:03.802452,Minnesota,2018,2020-11-08 04:40:03.802452,W,S790
1956,7585,3054,733,2020-07-24 06:06:16.084892,Louisiana,2010,2020-07-24 06:06:16.084892,W, X9 1100
1957,4715,1502,976,2020-03-15 07:47:00.672473,New Mexico,2017,2020-03-15 07:47:00.672473,W, X9 1100
1958,8906,7457,705,2020-06-23 02:06:42.015283,Illinois,2017,2020-06-23 02:06:42.015283,W, X9 1100
1959,3986,2558,8535,2019-08-23 00:13:18.669483,Utah,2020,2019-08-23 00:13:18.669483,T,S790
1960,4009,8178,9045,2019-05-13 04:51:53.897797,Connecticut,2014,2019-05-13 04:51:53.897797,W,S790
1961,1772,5980,2028,2020-01-06 03:02:31.980285,Rhode Island,2019,2020-01-06 03:02:31.980285,X,S790
1962,4835,3563,6616,2020-06-14 05:40:16.589557,Missouri,2010,2020-06-14 05:40:16.589557,T, X9 1100
1963,4211,6918,263,2019-03-19 08:45:27.743174,Guam,2013,2019-03-19 08:45:27.743174,W,S790
1964,5685,1400,4397,2020-10-18 10:46:05.894435,North Dakota,2020,2020-10-18 10:46:05.894435,X,S790
1965,8459,6127,6762,2020-03-11 05:25:25.991274,Idaho,2015,2020-03-11 05:25:25.991274,W,S790
1966,6386,399,4619,2019-08-22 07:09:13.203153,Virgin Islands,2015,2019-08-22 07:09:13.203153,S,S790
1967,6311,9628,4785,2019-03-13 10:58:46.608587,Alabama,2018,2019-03-13 10:58:46.608587,T,S790
1968,6017,8090,1381,2019-06-03 00:57:19.658619,Virgin Islands,2017,2019-06-03 00:57:19.658619,W, X9 1100
1969,6968,1781,5619,2020-11-04 10:44:31.780723,Rhode Island,2012,2020-11-04 10:44:31.780723,S,S790
1970,4233,5989,257,2019-08-13 08:17:33.240171,Alabama,2015,2019-08-13 08:17:33.240171,X, X9 1100
1971,5694,6528,662,2020-07-08 05:46:57.978212,Pennsylvania,2012,2020-07-08 05:46:57.978212,S, X9 1100
1972,9125,3430,6074,2020-07-15 04:13:22.771945,Iowa,2019,2020-07-15 04:13:22.771945,X,S790
1973,3778,4340,4392,2019-07-22 01:24:57.999352,Wyoming,2015,2019-07-22 01:24:57.999352,T, X9 1100
1974,341,8957,6763,2020-11-10 11:33:49.060179,North Carolina,2016,2020-11-10 11:33:49.060179,W, X9 1100
1975,4706,4639,6897,2019-02-17 05:01:38.574808,Rhode Island,2016,2019-02-17 05:01:38.574808,W,S790
1976,6738,3775,6795,2020-07-18 05:53:58.874456,Pennsylvania,2011,2020-07-18 05:53:58.874456,X, X9 1100
1977,9098,4991,8627,2020-06-19 11:07:56.417369,Kentucky,2010,2020-06-19 11:07:56.417369,X, X9 1100
1978,3144,4386,7504,2020-04-10 06:57:10.384035,Minnesota,2016,2020-04-10 06:57:10.384035,T, X9 1100
1979,3670,5666,7146,2019-02-07 08:26:43.131392,New Hampshire,2015,2019-02-07 08:26:43.131392,W,S790
1980,5994,5713,1875,2020-02-13 08:18:39.461831,Wyoming,2010,2020-02-13 08:18:39.461831,X, X9 1100
1981,7928,6041,4641,2019-11-01 03:48:56.857514,Mississippi,2020,2019-11-01 03:48:56.857514,X,S790
1982,45,2275,4956,2019-03-06 06:43:49.283668,Wisconsin,2011,2019-03-06 06:43:49.283668,T,S790
1983,3518,9019,7275,2020-09-03 03:36:49.638485,Vermont,2019,2020-09-03 03:36:49.638485,W,S790
1984,8177,1049,1826,2020-08-13 01:03:28.350659,New York,2014,2020-08-13 01:03:28.350659,T,S790
1985,2232,5942,7730,2020-01-19 07:32:08.905038,New Jersey,2011,2020-01-19 07:32:08.905038,S,S790
1986,3466,8626,5103,2020-09-06 11:36:15.827410,Georgia,2018,2020-09-06 11:36:15.827410,W, X9 1100
1987,9598,5338,187,2019-02-22 00:53:44.909603,Montana,2020,2019-02-22 00:53:44.909603,T, X9 1100
1988,3448,6092,728,2020-06-02 00:47:16.163681,North Carolina,2015,2020-06-02 00:47:16.163681,S, X9 1100
1989,582,6196,1841,2019-04-04 10:44:31.586626,California,2019,2019-04-04 10:44:31.586626,X, X9 1100
1990,8739,9639,7649,2020-08-06 07:11:47.794516,Wisconsin,2016,2020-08-06 07:11:47.794516,S,S790
1991,1468,4952,7372,2019-08-23 01:17:30.187231,South Dakota,2014,2019-08-23 01:17:30.187231,S, X9 1100
1992,4099,5694,3651,2019-06-19 09:33:34.486372,Arizona,2015,2019-06-19 09:33:34.486372,S,S790
1993,7500,8157,5415,2020-06-03 03:30:44.893835,Guam,2019,2020-06-03 03:30:44.893835,S, X9 1100
1994,5932,7563,7318,2020-10-02 02:17:13.773448,Tennessee,2016,2020-10-02 02:17:13.773448,W,S790
1995,4409,7554,3910,2019-10-02 04:45:00.071247,Massachusetts,2019,2019-10-02 04:45:00.071247,S, X9 1100
1996,1637,9197,2028,2019-06-16 04:20:04.148100,Maine,2012,2019-06-16 04:20:04.148100,S, X9 1100
1997,8923,349,4679,2020-10-06 01:52:46.623924,Hawaii,2020,2020-10-06 01:52:46.623924,S,S790
1998,4234,9529,103,2019-08-04 05:42:23.152831,of Columbia,2010,2019-08-04 05:42:23.152831,T,S790
1999,4621,6700,3400,2019-08-05 03:21:35.710799,Louisiana,2013,2019-08-05 03:21:35.710799,W,S790
2000,8799,9829,6329,2019-09-08 10:20:11.737493,South Dakota,2019,2019-09-08 10:20:11.737493,T,S790
2001,9639,4829,2771,2019-09-05 11:43:41.515101,Utah,2015,2019-09-05 11:43:41.515101,S, X9 1100
2002,2912,2379,8484,2020-09-23 05:06:17.877721,Alaska,2016,2020-09-23 05:06:17.877721,W, X9 1100
2003,487,1461,3731,2020-11-11 08:27:48.203488,Pennsylvania,2020,2020-11-11 08:27:48.203488,S,S790
2004,2222,7552,185,2019-04-22 03:05:15.550086,Ohio,2020,2019-04-22 03:05:15.550086,W, X9 1100
2005,4104,4774,4686,2020-01-05 04:41:44.044536,Massachusetts,2018,2020-01-05 04:41:44.044536,S, X9 1100
2006,1741,3434,1604,2019-05-23 04:27:25.452023,Illinois,2015,2019-05-23 04:27:25.452023,S, X9 1100
2007,5474,8586,7651,2020-04-22 00:05:49.124442,Oregon,2016,2020-04-22 00:05:49.124442,W,S790
2008,7710,5505,1279,2019-09-09 08:13:29.650977,Kentucky,2016,2019-09-09 08:13:29.650977,T,S790
2009,4312,5956,7013,2019-02-13 09:00:55.821143,Missouri,2011,2019-02-13 09:00:55.821143,S, X9 1100
2010,8206,5431,654,2020-04-10 10:03:26.948135,Louisiana,2011,2020-04-10 10:03:26.948135,X, X9 1100
2011,5734,9275,321,2019-05-05 11:31:12.183537,District ,2012,2019-05-05 11:31:12.183537,W,S790
2012,2837,5025,5855,2020-07-03 07:31:11.960654,Alaska,2015,2020-07-03 07:31:11.960654,X,S790
2013,6685,8692,6733,2020-03-15 07:27:25.193168,Oklahoma,2013,2020-03-15 07:27:25.193168,W, X9 1100
2014,5551,6049,5495,2019-03-19 05:03:39.961857,Missouri,2019,2019-03-19 05:03:39.961857,W,S790
2015,3427,991,5980,2020-02-23 02:55:51.866422,Georgia,2019,2020-02-23 02:55:51.866422,S, X9 1100
2016,1909,7645,126,2020-09-13 09:06:27.051124,Virginia,2016,2020-09-13 09:06:27.051124,T, X9 1100
2017,8051,5000,2447,2019-10-24 11:03:34.796838,Illinois,2019,2019-10-24 11:03:34.796838,W,S790
2018,7250,3721,5896,2019-07-08 00:33:07.628944,Guam,2015,2019-07-08 00:33:07.628944,S,S790
2019,1004,3380,1963,2020-06-20 03:25:33.053369,Louisiana,2016,2020-06-20 03:25:33.053369,T,S790
2020,8284,6114,9844,2020-08-05 01:33:44.154204,Florida,2010,2020-08-05 01:33:44.154204,X,S790
2021,5719,5328,8296,2019-06-04 02:48:10.454523,Tennessee,2012,2019-06-04 02:48:10.454523,S, X9 1100
2022,3173,4849,4246,2019-09-17 08:12:38.775688,of Columbia,2018,2019-09-17 08:12:38.775688,X, X9 1100
2023,3862,2359,9659,2019-08-18 01:19:00.390255,Minnesota,2012,2019-08-18 01:19:00.390255,W,S790
2024,6938,8966,447,2019-09-21 02:00:54.636367,Nebraska,2013,2019-09-21 02:00:54.636367,S, X9 1100
2025,1666,7454,8783,2020-04-13 01:43:52.427600,Washington,2019,2020-04-13 01:43:52.427600,W,S790
2026,156,1075,6960,2019-06-01 10:18:14.774172,Massachusetts,2014,2019-06-01 10:18:14.774172,W, X9 1100
2027,8502,1111,9225,2019-03-01 09:49:01.300985,New Mexico,2019,2019-03-01 09:49:01.300985,T, X9 1100
2028,2815,5215,4272,2019-10-16 03:09:46.142396,Virginia,2019,2019-10-16 03:09:46.142396,T, X9 1100
2029,4683,9554,7172,2019-03-14 07:15:01.774397,Michigan,2017,2019-03-14 07:15:01.774397,T,S790
2030,6207,6984,275,2019-04-06 09:53:41.368380,Kentucky,2014,2019-04-06 09:53:41.368380,S, X9 1100
2031,1002,4258,2860,2019-10-15 00:40:00.758110,Nebraska,2010,2019-10-15 00:40:00.758110,T, X9 1100
2032,9487,1771,4443,2020-04-19 05:01:04.147225,Illinois,2013,2020-04-19 05:01:04.147225,W,S790
2033,93,7358,3073,2020-10-24 02:51:32.055853,West Virginia,2017,2020-10-24 02:51:32.055853,T, X9 1100
2034,3307,5391,1496,2019-10-15 04:29:47.125252,Oregon,2016,2019-10-15 04:29:47.125252,X,S790
2035,5367,9166,9496,2020-01-08 04:20:37.958396,Louisiana,2019,2020-01-08 04:20:37.958396,X, X9 1100
2036,5743,3199,2407,2019-04-03 05:20:30.943944,New Jersey,2012,2019-04-03 05:20:30.943944,S,S790
2037,7899,6881,5566,2020-04-19 07:20:44.010935,Wyoming,2011,2020-04-19 07:20:44.010935,S, X9 1100
2038,9935,523,1355,2019-08-15 05:07:44.134115,Maryland,2018,2019-08-15 05:07:44.134115,T,S790
2039,2361,821,4205,2019-05-03 04:15:52.070972,North Carolina,2014,2019-05-03 04:15:52.070972,T, X9 1100
2040,5685,2810,934,2019-03-13 10:40:46.940796,New Hampshire,2010,2019-03-13 10:40:46.940796,W,S790
2041,1037,2694,7179,2020-03-06 03:37:36.910506,District ,2011,2020-03-06 03:37:36.910506,W,S790
2042,7014,1018,7487,2019-01-18 00:29:19.456409,Hawaii,2019,2019-01-18 00:29:19.456409,X, X9 1100
2043,5833,8986,2528,2019-01-11 01:06:02.382844,Vermont,2012,2019-01-11 01:06:02.382844,X, X9 1100
2044,6267,7332,9803,2019-01-11 04:49:54.365271,of Columbia,2016,2019-01-11 04:49:54.365271,T, X9 1100
2045,69,4373,5659,2020-01-09 05:05:13.466965,Colorado,2020,2020-01-09 05:05:13.466965,T, X9 1100
2046,4627,9310,8089,2019-10-18 01:46:22.188461,Maine,2013,2019-10-18 01:46:22.188461,T,S790
2047,4163,3900,3524,2020-04-10 05:38:47.522236,Tennessee,2017,2020-04-10 05:38:47.522236,S,S790
2048,3824,5996,3498,2020-08-19 07:20:19.965683,South Dakota,2019,2020-08-19 07:20:19.965683,T,S790
2049,2456,5654,3938,2020-01-10 07:48:11.808170,California,2016,2020-01-10 07:48:11.808170,T, X9 1100
2050,688,9822,55,2020-04-07 03:10:15.249931,Montana,2013,2020-04-07 03:10:15.249931,X,S790
2051,3904,172,8106,2020-06-22 06:19:11.644034,Maine,2015,2020-06-22 06:19:11.644034,X,S790
2052,2892,6925,3697,2019-11-23 07:24:01.560437,Iowa,2017,2019-11-23 07:24:01.560437,X, X9 1100
2053,6077,5868,1006,2019-05-08 11:15:24.518728,Mississippi,2016,2019-05-08 11:15:24.518728,W, X9 1100
2054,1381,7607,5173,2020-05-20 02:18:31.940734,Louisiana,2018,2020-05-20 02:18:31.940734,S,S790
2055,7560,6227,18,2020-10-04 05:51:08.457510,New York,2014,2020-10-04 05:51:08.457510,W, X9 1100
2056,428,2025,624,2019-04-05 06:48:35.030056,Massachusetts,2020,2019-04-05 06:48:35.030056,S,S790
2057,1306,1221,7234,2020-02-16 00:43:55.742778,Virginia,2014,2020-02-16 00:43:55.742778,T, X9 1100
2058,2749,3592,8397,2019-03-22 07:44:05.473453,Oklahoma,2015,2019-03-22 07:44:05.473453,X,S790
2059,1427,4537,1801,2020-10-23 10:12:31.998789,Pennsylvania,2016,2020-10-23 10:12:31.998789,W,S790
2060,3993,5532,6396,2020-02-16 10:41:10.063259,California,2011,2020-02-16 10:41:10.063259,W,S790
2061,6348,8879,9455,2019-02-06 11:46:38.917072,Wyoming,2012,2019-02-06 11:46:38.917072,W,S790
2062,7903,2396,336,2019-09-13 08:19:38.190599,California,2017,2019-09-13 08:19:38.190599,X,S790
2063,710,6648,8496,2019-02-08 02:08:41.476483,Pennsylvania,2012,2019-02-08 02:08:41.476483,S,S790
2064,1598,3257,5478,2019-05-17 07:19:50.032188,Alabama,2017,2019-05-17 07:19:50.032188,S,S790
2065,1929,6845,8633,2020-05-21 00:41:35.069490,Hawaii,2010,2020-05-21 00:41:35.069490,T,S790
2066,6614,2628,634,2019-11-16 09:09:27.633937,North Carolina,2011,2019-11-16 09:09:27.633937,T,S790
2067,1886,3187,1963,2020-10-14 02:37:00.799001,Utah,2013,2020-10-14 02:37:00.799001,T, X9 1100
2068,5912,5407,2001,2020-01-06 01:26:00.995823,of Columbia,2017,2020-01-06 01:26:00.995823,W, X9 1100
2069,193,5204,4099,2020-08-16 01:34:49.441997,New Jersey,2010,2020-08-16 01:34:49.441997,W,S790
2070,2530,9331,1974,2019-02-06 11:23:20.547039,Indiana,2019,2019-02-06 11:23:20.547039,T,S790
2071,7657,4206,9900,2019-05-08 11:46:40.331228,Arkansas,2012,2019-05-08 11:46:40.331228,S,S790
2072,338,5595,5149,2020-07-16 08:15:23.581463,Missouri,2012,2020-07-16 08:15:23.581463,X, X9 1100
2073,7086,6217,5923,2020-10-11 02:36:27.497939,Oregon,2014,2020-10-11 02:36:27.497939,S,S790
2074,7305,5801,908,2019-04-14 00:49:53.902429,New Hampshire,2010,2019-04-14 00:49:53.902429,S, X9 1100
2075,1853,7204,3633,2020-10-16 11:20:23.044691,Connecticut,2011,2020-10-16 11:20:23.044691,T,S790
2076,4185,9940,6297,2019-10-08 00:12:42.253124,Colorado,2019,2019-10-08 00:12:42.253124,T, X9 1100
2077,7694,9842,3209,2020-05-05 05:15:49.473952,Arizona,2012,2020-05-05 05:15:49.473952,X, X9 1100
2078,59,410,7816,2019-11-09 07:00:54.164235,Delaware,2010,2019-11-09 07:00:54.164235,W,S790
2079,2631,6452,7734,2020-02-16 01:31:49.084111,Alaska,2018,2020-02-16 01:31:49.084111,S, X9 1100
2080,2493,9450,4877,2020-07-14 07:41:56.469950,New Jersey,2018,2020-07-14 07:41:56.469950,S, X9 1100
2081,6904,2392,7879,2019-02-18 11:49:41.732100,New Hampshire,2013,2019-02-18 11:49:41.732100,X, X9 1100
2082,3266,1223,176,2020-04-07 00:20:31.032586,Connecticut,2013,2020-04-07 00:20:31.032586,S, X9 1100
2083,1197,1716,8121,2020-05-18 07:48:06.771668,Minnesota,2011,2020-05-18 07:48:06.771668,X, X9 1100
2084,5021,3115,9804,2019-11-21 09:44:41.232753,Louisiana,2011,2019-11-21 09:44:41.232753,T, X9 1100
2085,8000,1871,6152,2020-08-23 06:54:02.336490,Guam,2018,2020-08-23 06:54:02.336490,X, X9 1100
2086,7046,2302,2377,2020-11-23 02:18:35.034673,Guam,2016,2020-11-23 02:18:35.034673,W,S790
2087,2911,1898,9739,2019-04-18 04:46:55.811605,South Dakota,2011,2019-04-18 04:46:55.811605,S, X9 1100
2088,8897,4421,203,2019-11-23 04:25:03.983731,Nevada,2019,2019-11-23 04:25:03.983731,S,S790
2089,2188,2804,8366,2020-04-15 05:18:53.544859,Florida,2016,2020-04-15 05:18:53.544859,X,S790
2090,9005,6785,6664,2020-01-22 02:20:25.302757,West Virginia,2014,2020-01-22 02:20:25.302757,W, X9 1100
2091,1753,4620,2228,2019-03-20 05:37:39.986433,Arkansas,2012,2019-03-20 05:37:39.986433,T, X9 1100
2092,1889,4553,1285,2019-08-19 08:32:05.431752,North Dakota,2013,2019-08-19 08:32:05.431752,S,S790
2093,1110,7470,8975,2019-08-16 06:00:53.591548,Tennessee,2018,2019-08-16 06:00:53.591548,T,S790
2094,2365,1381,7972,2020-06-16 07:08:28.274242,New Hampshire,2010,2020-06-16 07:08:28.274242,S, X9 1100
2095,523,2083,9986,2019-11-19 06:10:17.854349,Louisiana,2014,2019-11-19 06:10:17.854349,X, X9 1100
2096,6045,6479,2214,2020-05-24 08:16:54.961720,of Columbia,2012,2020-05-24 08:16:54.961720,T, X9 1100
2097,7100,5774,2608,2020-04-20 02:13:17.280463,North Dakota,2014,2020-04-20 02:13:17.280463,T, X9 1100
2098,6751,7689,6460,2020-03-19 03:20:39.111404,New Hampshire,2010,2020-03-19 03:20:39.111404,W,S790
2099,42,5375,7004,2020-06-16 05:20:49.328657,Minnesota,2018,2020-06-16 05:20:49.328657,W, X9 1100
2100,9042,5296,9577,2019-05-18 03:58:20.285837,Oregon,2010,2019-05-18 03:58:20.285837,T,S790
2101,8594,6211,1382,2019-11-20 09:50:39.490822,Puerto Rico,2010,2019-11-20 09:50:39.490822,W,S790
2102,1846,6526,2799,2020-08-03 03:53:19.719370,Louisiana,2012,2020-08-03 03:53:19.719370,S, X9 1100
2103,6839,9970,3290,2020-04-02 09:19:35.779495,Oklahoma,2019,2020-04-02 09:19:35.779495,T,S790
2104,9816,4703,2319,2019-04-11 07:32:18.783390,of Columbia,2019,2019-04-11 07:32:18.783390,X, X9 1100
2105,9466,8799,3320,2020-05-16 03:06:49.012388,Iowa,2020,2020-05-16 03:06:49.012388,X,S790
2106,643,6843,2225,2019-08-14 00:33:45.117945,Tennessee,2016,2019-08-14 00:33:45.117945,T, X9 1100
2107,1007,1451,2794,2019-10-05 08:12:11.045811,Oklahoma,2014,2019-10-05 08:12:11.045811,T,S790
2108,5692,3423,8817,2019-07-18 07:53:55.951292,Minnesota,2019,2019-07-18 07:53:55.951292,T, X9 1100
2109,8068,6871,2869,2020-05-05 04:32:54.914622,Virginia,2016,2020-05-05 04:32:54.914622,X,S790
2110,5415,9980,2387,2019-05-20 02:07:05.694244,Florida,2015,2019-05-20 02:07:05.694244,T, X9 1100
2111,9601,681,4829,2020-10-21 02:01:23.562087,Washington,2012,2020-10-21 02:01:23.562087,W,S790
2112,6059,8019,4736,2019-04-14 06:04:43.925933,Massachusetts,2012,2019-04-14 06:04:43.925933,T,S790
2113,1435,2884,3217,2019-02-02 09:20:00.688090,California,2011,2019-02-02 09:20:00.688090,T, X9 1100
2114,7632,2899,1505,2020-04-07 11:14:13.508157,South Carolina,2014,2020-04-07 11:14:13.508157,T, X9 1100
2115,7317,8241,2298,2020-04-20 03:07:00.650215,Nevada,2012,2020-04-20 03:07:00.650215,T, X9 1100
2116,6716,3026,4793,2019-06-04 09:22:52.179244,Maryland,2018,2019-06-04 09:22:52.179244,W,S790
2117,3305,9529,9062,2020-11-14 05:40:35.149286,New Jersey,2012,2020-11-14 05:40:35.149286,T,S790
2118,6618,2275,1645,2019-07-24 03:32:21.727009,Alaska,2020,2019-07-24 03:32:21.727009,W,S790
2119,476,7577,1916,2020-02-24 05:54:57.680129,Virginia,2015,2020-02-24 05:54:57.680129,X, X9 1100
2120,2308,3153,9984,2019-07-14 00:11:44.192579,Idaho,2020,2019-07-14 00:11:44.192579,S,S790
2121,7541,7336,4024,2019-09-03 05:01:16.599445,Colorado,2015,2019-09-03 05:01:16.599445,X,S790
2122,2916,9182,7189,2020-08-18 07:44:43.782911,New York,2015,2020-08-18 07:44:43.782911,S,S790
2123,2443,605,4259,2020-07-07 03:56:18.651859,Wyoming,2013,2020-07-07 03:56:18.651859,T,S790
2124,2648,2755,1117,2019-08-08 09:36:53.805082,Michigan,2015,2019-08-08 09:36:53.805082,T, X9 1100
2125,545,4984,6916,2019-08-24 01:11:42.082661,Kansas,2015,2019-08-24 01:11:42.082661,W, X9 1100
2126,2964,644,2891,2020-08-05 04:33:17.387945,Hawaii,2017,2020-08-05 04:33:17.387945,W, X9 1100
2127,6828,3296,8596,2019-10-23 06:30:30.443537,Oregon,2019,2019-10-23 06:30:30.443537,X, X9 1100
2128,2542,4385,1696,2019-02-22 08:08:54.234326,South Carolina,2012,2019-02-22 08:08:54.234326,W,S790
2129,9737,622,9040,2019-08-03 09:44:00.889329,Alabama,2018,2019-08-03 09:44:00.889329,X,S790
2130,1578,5415,9236,2020-01-24 00:50:28.414898,Arizona,2015,2020-01-24 00:50:28.414898,W,S790
2131,4913,6177,1834,2019-09-22 05:33:47.962446,Wisconsin,2019,2019-09-22 05:33:47.962446,S,S790
2132,637,5961,8342,2020-01-04 10:13:02.985596,Maryland,2016,2020-01-04 10:13:02.985596,T,S790
2133,7142,4006,8359,2019-03-12 07:42:21.959856,New Mexico,2017,2019-03-12 07:42:21.959856,W, X9 1100
2134,6977,780,7833,2019-04-09 09:50:38.069002,Oregon,2014,2019-04-09 09:50:38.069002,S, X9 1100
2135,4713,304,8389,2019-08-03 09:31:25.463437,Hawaii,2011,2019-08-03 09:31:25.463437,T, X9 1100
2136,9073,8323,2147,2019-11-08 09:23:43.647691,Michigan,2020,2019-11-08 09:23:43.647691,X, X9 1100
2137,371,223,3424,2020-02-03 09:17:44.348006,South Dakota,2016,2020-02-03 09:17:44.348006,W, X9 1100
2138,7196,4162,8398,2019-02-23 10:38:13.844125,Puerto Rico,2013,2019-02-23 10:38:13.844125,S,S790
2139,336,1027,2737,2020-08-01 11:42:55.509748,Puerto Rico,2016,2020-08-01 11:42:55.509748,W, X9 1100
2140,4163,730,9442,2020-11-10 07:18:52.590974,Connecticut,2012,2020-11-10 07:18:52.590974,S, X9 1100
2141,9679,1866,2473,2020-08-04 07:13:28.888691,Colorado,2019,2020-08-04 07:13:28.888691,S, X9 1100
2142,5701,2703,6588,2020-10-20 04:14:55.957211,Georgia,2018,2020-10-20 04:14:55.957211,X, X9 1100
2143,7431,8868,92,2020-06-15 03:44:17.578248,Missouri,2012,2020-06-15 03:44:17.578248,W, X9 1100
2144,2187,8400,935,2019-10-11 02:39:40.249316,Tennessee,2014,2019-10-11 02:39:40.249316,X,S790
2145,3877,2058,5123,2019-06-14 01:47:32.732156,Florida,2017,2019-06-14 01:47:32.732156,X,S790
2146,3894,4725,8782,2019-07-05 09:17:00.815799,New Jersey,2017,2019-07-05 09:17:00.815799,S,S790
2147,4350,5242,6928,2019-07-24 05:45:04.264664,of Columbia,2018,2019-07-24 05:45:04.264664,T,S790
2148,4993,6830,2185,2020-05-13 10:23:23.232499,Tennessee,2010,2020-05-13 10:23:23.232499,X, X9 1100
2149,2164,1185,6575,2020-07-23 06:07:39.192836,Utah,2019,2020-07-23 06:07:39.192836,X, X9 1100
2150,3103,9752,5269,2019-03-16 08:28:39.126440,Tennessee,2012,2019-03-16 08:28:39.126440,W,S790
2151,6072,8550,4783,2019-03-16 11:50:26.152380,Georgia,2016,2019-03-16 11:50:26.152380,S,S790
2152,7936,7817,6032,2019-11-21 06:37:34.967797,Puerto Rico,2018,2019-11-21 06:37:34.967797,X,S790
2153,8325,6936,5218,2019-05-14 00:08:55.827473,Maryland,2010,2019-05-14 00:08:55.827473,X, X9 1100
2154,8121,3219,388,2019-08-13 01:18:42.523613,Pennsylvania,2012,2019-08-13 01:18:42.523613,W,S790
2155,1526,4442,9155,2019-11-07 04:26:13.482646,Alabama,2014,2019-11-07 04:26:13.482646,T,S790
2156,4434,1520,9670,2020-04-13 03:19:00.176967,Louisiana,2010,2020-04-13 03:19:00.176967,S, X9 1100
2157,6274,6283,7987,2019-08-16 05:32:43.737172,Pennsylvania,2020,2019-08-16 05:32:43.737172,X,S790
2158,5395,4175,304,2020-01-14 04:05:54.693998,Iowa,2018,2020-01-14 04:05:54.693998,W,S790
2159,4355,3009,9921,2020-01-02 10:39:43.326655,South Carolina,2020,2020-01-02 10:39:43.326655,T,S790
2160,3172,6980,8021,2019-05-04 06:44:57.614613,South Dakota,2010,2019-05-04 06:44:57.614613,X,S790
2161,893,4650,1408,2019-02-24 06:31:30.859629,Nevada,2011,2019-02-24 06:31:30.859629,X,S790
2162,9406,8139,9515,2020-10-13 05:49:00.935596,Montana,2012,2020-10-13 05:49:00.935596,X,S790
2163,9886,9551,191,2020-08-17 10:28:49.774634,Guam,2010,2020-08-17 10:28:49.774634,T, X9 1100
2164,3778,8446,867,2020-08-12 08:04:07.669873,New Hampshire,2020,2020-08-12 08:04:07.669873,W,S790
2165,2138,3535,749,2019-11-11 02:02:32.918995,Ohio,2012,2019-11-11 02:02:32.918995,W,S790
2166,7617,9349,2143,2019-08-11 05:44:38.082284,Oklahoma,2015,2019-08-11 05:44:38.082284,X,S790
2167,6064,641,2962,2020-01-05 01:29:02.817418,Florida,2020,2020-01-05 01:29:02.817418,X,S790
2168,1567,5321,7894,2019-10-23 09:58:18.714620,Minnesota,2019,2019-10-23 09:58:18.714620,T, X9 1100
2169,2657,6694,7651,2020-05-01 08:16:49.136067,Massachusetts,2012,2020-05-01 08:16:49.136067,S,S790
2170,6160,3491,8719,2019-01-21 01:37:48.923462,Maine,2011,2019-01-21 01:37:48.923462,X, X9 1100
2171,7475,170,3989,2020-08-07 00:13:47.112027,Washington,2013,2020-08-07 00:13:47.112027,X,S790
2172,9778,6894,372,2019-04-13 02:19:29.220816,Maine,2017,2019-04-13 02:19:29.220816,W,S790
2173,6525,3037,9925,2019-01-03 08:43:41.623353,North Dakota,2018,2019-01-03 08:43:41.623353,T,S790
2174,1832,9211,9974,2020-06-19 04:22:40.411376,New Hampshire,2016,2020-06-19 04:22:40.411376,T,S790
2175,7300,4893,5992,2019-02-11 11:03:50.853982,Alabama,2014,2019-02-11 11:03:50.853982,W, X9 1100
2176,9620,3159,1127,2020-10-18 09:57:05.193875,Kentucky,2010,2020-10-18 09:57:05.193875,S,S790
2177,7961,3186,9719,2019-08-20 00:49:02.404376,New Jersey,2010,2019-08-20 00:49:02.404376,S,S790
2178,8772,3860,5702,2019-10-01 02:26:14.968023,Guam,2014,2019-10-01 02:26:14.968023,X, X9 1100
2179,4785,4030,812,2019-02-10 06:20:52.472428,Alaska,2014,2019-02-10 06:20:52.472428,X, X9 1100
2180,2602,2914,9010,2020-04-18 11:41:58.638625,Colorado,2016,2020-04-18 11:41:58.638625,S,S790
2181,4443,9807,9548,2019-08-05 03:22:39.965055,West Virginia,2017,2019-08-05 03:22:39.965055,W,S790
2182,2043,5206,1905,2020-03-18 06:30:12.798586,Kentucky,2016,2020-03-18 06:30:12.798586,T, X9 1100
2183,7053,180,3365,2019-11-06 05:30:37.049982,Nevada,2015,2019-11-06 05:30:37.049982,W, X9 1100
2184,4963,7638,1560,2020-03-23 08:41:24.140212,Delaware,2016,2020-03-23 08:41:24.140212,T,S790
2185,9723,1066,4391,2020-04-15 08:11:55.063324,Alaska,2012,2020-04-15 08:11:55.063324,T,S790
2186,8503,3970,9609,2020-11-03 00:07:56.485478,Delaware,2013,2020-11-03 00:07:56.485478,S,S790
2187,7504,1493,1209,2020-01-06 00:22:35.554025,New Mexico,2015,2020-01-06 00:22:35.554025,X, X9 1100
2188,2461,3502,6802,2020-02-17 09:49:22.950986,Colorado,2018,2020-02-17 09:49:22.950986,S,S790
2189,5463,8917,6681,2019-04-13 01:54:33.090230,Kentucky,2011,2019-04-13 01:54:33.090230,X, X9 1100
2190,8547,94,2054,2019-10-17 00:23:19.171977,Massachusetts,2014,2019-10-17 00:23:19.171977,S,S790
